,raw_predictions,correctly_predicted,ground_truths
303,<S2SV_ModStart> if ( count == 0 ) kgd2kfd_suspend_all_processes ( ) ; <S2SV_ModEnd>,0,"<S2SV_ModStart> ; if (! kfd -> init_complete ) return ; /* for runtime suspend, skip locking kfd */ if (! run_pm ) { mutex_lock ( & kfd_processes_mutex ) ; /* For first KFD device suspend all the KFD processes */ if ( ++ kfd_locked == 1 ) kfd_suspend_all_processes ( ) ; mutex_unlock ( & kfd_processes_mutex ) ; <S2SV_ModEnd>"
304,<S2SV_ModStart> if ( count < 0 ) return ; <S2SV_ModEnd>,0,"<S2SV_ModStart> ; if (! kfd -> init_complete ) return ; /* for runtime suspend, skip locking kfd */ if (! run_pm ) { mutex_lock ( & kfd_processes_mutex ) ; /* For first KFD device suspend all the KFD processes */ if ( ++ kfd_locked == 1 ) kfd_suspend_all_processes ( ) ; mutex_unlock ( & kfd_processes_mutex ) ; <S2SV_ModEnd>"
305,<S2SV_ModStart> if ( modep -> altmodes == 0 ) { return ; } <S2SV_ModEnd>,0,<S2SV_ModStart> ; if (! port -> partner ) return ; <S2SV_ModEnd>
306,<S2SV_ModStart> if (! modep -> altmodes ) { return ; } <S2SV_ModEnd>,0,<S2SV_ModStart> ; if (! port -> partner ) return ; <S2SV_ModEnd>
307,<S2SV_ModStart> if (! modep -> altmodes ) return ; <S2SV_ModEnd>,0,<S2SV_ModStart> ; if (! port -> partner ) return ; <S2SV_ModEnd>
308,<S2SV_ModStart> if ( modep -> altmodes < 0 ) { return ; } <S2SV_ModEnd>,0,<S2SV_ModStart> ; if (! port -> partner ) return ; <S2SV_ModEnd>
309,<S2SV_ModStart> if (! modep ) { return ; } <S2SV_ModEnd>,0,<S2SV_ModStart> ; if (! port -> partner ) return ; <S2SV_ModEnd>
310,<S2SV_ModStart> if ( len == 0 ) { return ( NULL ) ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> if ( must_quote ( * p ) ) { len += 3 ; /* open quote + char + close quote */ } else { /*
				 * Allow space for the escape char.
				 */ len += esclen ; } } } if ( use_quotes ) { if ( have_quotes ) /*
			 * We can't quote a string that contains quotes.
			 */ return ( NULL ) ; len = slen + 3 ; } /*
	 * Allocate and construct the new string.
	 */ newstr = np = ( char * ) ecalloc ( len, sizeof ( char ) ) ; if ( use_quotes ) { SNPRINTF4 ( newstr, len, ""%c%.*s%c"", openquote, ( int ) slen, s, closequote ) ; } else { constant char * es = s + slen ; while ( s < es ) { if (! metachar ( * s ) ) { * np ++ = * s ++ ; } else if ( must_quote ( * s ) ) { /* Surround the char with quotes. */ * np ++ = openquote ; * np ++ = * s ++ ; * np ++ = closequote ; }"
311,<S2SV_ModStart> if ( len < 0 ) { return ( NULL ) ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> if ( must_quote ( * p ) ) { len += 3 ; /* open quote + char + close quote */ } else { /*
				 * Allow space for the escape char.
				 */ len += esclen ; } } } if ( use_quotes ) { if ( have_quotes ) /*
			 * We can't quote a string that contains quotes.
			 */ return ( NULL ) ; len = slen + 3 ; } /*
	 * Allocate and construct the new string.
	 */ newstr = np = ( char * ) ecalloc ( len, sizeof ( char ) ) ; if ( use_quotes ) { SNPRINTF4 ( newstr, len, ""%c%.*s%c"", openquote, ( int ) slen, s, closequote ) ; } else { constant char * es = s + slen ; while ( s < es ) { if (! metachar ( * s ) ) { * np ++ = * s ++ ; } else if ( must_quote ( * s ) ) { /* Surround the char with quotes. */ * np ++ = openquote ; * np ++ = * s ++ ; * np ++ = closequote ; }"
312,<S2SV_ModStart> if ( len <= 0 ) { return ( NULL ) ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> if ( must_quote ( * p ) ) { len += 3 ; /* open quote + char + close quote */ } else { /*
				 * Allow space for the escape char.
				 */ len += esclen ; } } } if ( use_quotes ) { if ( have_quotes ) /*
			 * We can't quote a string that contains quotes.
			 */ return ( NULL ) ; len = slen + 3 ; } /*
	 * Allocate and construct the new string.
	 */ newstr = np = ( char * ) ecalloc ( len, sizeof ( char ) ) ; if ( use_quotes ) { SNPRINTF4 ( newstr, len, ""%c%.*s%c"", openquote, ( int ) slen, s, closequote ) ; } else { constant char * es = s + slen ; while ( s < es ) { if (! metachar ( * s ) ) { * np ++ = * s ++ ; } else if ( must_quote ( * s ) ) { /* Surround the char with quotes. */ * np ++ = openquote ; * np ++ = * s ++ ; * np ++ = closequote ; }"
313,<S2SV_ModStart> if ( len == 0 ) { return ( NULL ) ; <S2SV_ModEnd>,0,"<S2SV_ModStart> if ( must_quote ( * p ) ) { len += 3 ; /* open quote + char + close quote */ } else { /*
				 * Allow space for the escape char.
				 */ len += esclen ; } } } if ( use_quotes ) { if ( have_quotes ) /*
			 * We can't quote a string that contains quotes.
			 */ return ( NULL ) ; len = slen + 3 ; } /*
	 * Allocate and construct the new string.
	 */ newstr = np = ( char * ) ecalloc ( len, sizeof ( char ) ) ; if ( use_quotes ) { SNPRINTF4 ( newstr, len, ""%c%.*s%c"", openquote, ( int ) slen, s, closequote ) ; } else { constant char * es = s + slen ; while ( s < es ) { if (! metachar ( * s ) ) { * np ++ = * s ++ ; } else if ( must_quote ( * s ) ) { /* Surround the char with quotes. */ * np ++ = openquote ; * np ++ = * s ++ ; * np ++ = closequote ; }"
314,<S2SV_ModStart> if ( len < 0 ) { return ( NULL ) ; <S2SV_ModEnd>,0,"<S2SV_ModStart> if ( must_quote ( * p ) ) { len += 3 ; /* open quote + char + close quote */ } else { /*
				 * Allow space for the escape char.
				 */ len += esclen ; } } } if ( use_quotes ) { if ( have_quotes ) /*
			 * We can't quote a string that contains quotes.
			 */ return ( NULL ) ; len = slen + 3 ; } /*
	 * Allocate and construct the new string.
	 */ newstr = np = ( char * ) ecalloc ( len, sizeof ( char ) ) ; if ( use_quotes ) { SNPRINTF4 ( newstr, len, ""%c%.*s%c"", openquote, ( int ) slen, s, closequote ) ; } else { constant char * es = s + slen ; while ( s < es ) { if (! metachar ( * s ) ) { * np ++ = * s ++ ; } else if ( must_quote ( * s ) ) { /* Surround the char with quotes. */ * np ++ = openquote ; * np ++ = * s ++ ; * np ++ = closequote ; }"
315,<S2SV_ModStart> if (! errorFlag. good ( ) ) errorFlag = EC_EndOfStream ; <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
316,<S2SV_ModStart> if ( errorFlag == NULL ) errorFlag = EC_Unknown ; <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
317,<S2SV_ModStart> if (! errorFlag ) { errorFlag = EC_Unknown ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
318,<S2SV_ModStart> if ( readStream == NULL ) errorFlag = EC_Unknown ; <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
319,<S2SV_ModStart> if (! errorFlag. good ( ) ) errorFlag = EC_Unknown ; <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
320,<S2SV_ModStart> if ( tw -> tw_state == TCP_TW_IDLE ) { if ( tw -> tw_state == TCP_TW_IDLE ) return <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank>,0,"<S2SV_ModStart> inet_twsk_hashdance() sets sk_refcnt after putting twsk
		 * and releasing the bucket lock.
		 */ if ( unlikely (! refcount_inc_not_zero ( & sktw -> sk_refcnt ) ) ) return 0 ; /* In case of repair and re-using TIME-WAIT sockets we still
		 * want to be sure that it is safe as above but honor the
		 * sequence numbers and time stamps set as part of the repair
		 * process.
		 *
		 * Without this check re-using a TIME-WAIT socket with TCP
		 * repair would accumulate a -1 on the repair assigned
		 * sequence number. The first time it is reused the sequence
		 * is -1, the second time -2, etc. This fixes that issue
		 * without appearing to create any others.
		 */ if ( likely (! tp -> repair ) ) { u32 seq = tcptw -> tw_snd_nxt + 65535 + 2 ; if (! seq ) seq = 1 ; WRITE_ONCE ( tp -> write_seq, seq ) ; tp -> rx_opt. ts_"
321,<S2SV_ModStart> if ( tw -> tw_state == TCP_TW_IDLE ) { if ( tw -> tw_state == TCP_TW_IDLE ) { if ( tw -> tw_state == TCP_TW_IDLE ) return <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank>,0,"<S2SV_ModStart> inet_twsk_hashdance() sets sk_refcnt after putting twsk
		 * and releasing the bucket lock.
		 */ if ( unlikely (! refcount_inc_not_zero ( & sktw -> sk_refcnt ) ) ) return 0 ; /* In case of repair and re-using TIME-WAIT sockets we still
		 * want to be sure that it is safe as above but honor the
		 * sequence numbers and time stamps set as part of the repair
		 * process.
		 *
		 * Without this check re-using a TIME-WAIT socket with TCP
		 * repair would accumulate a -1 on the repair assigned
		 * sequence number. The first time it is reused the sequence
		 * is -1, the second time -2, etc. This fixes that issue
		 * without appearing to create any others.
		 */ if ( likely (! tp -> repair ) ) { u32 seq = tcptw -> tw_snd_nxt + 65535 + 2 ; if (! seq ) seq = 1 ; WRITE_ONCE ( tp -> write_seq, seq ) ; tp -> rx_opt. ts_"
322,<S2SV_ModStart> if ( tw -> tw_state == TCP_TW_IDLE ) { if ( tw -> tw_state == TCP_TW_IDLE ) { if ( inet_addr_loopback ( & tw -> tw_v4_daddr ) || ipv4_addr_v4mapped_loopback ( & tw -> tw_v4_daddr ) ) loopback = true ; } else { if (! loopback ) { if (! inet_addr_loopback ( & tw -> tw_rcv,0,"<S2SV_ModStart> inet_twsk_hashdance() sets sk_refcnt after putting twsk
		 * and releasing the bucket lock.
		 */ if ( unlikely (! refcount_inc_not_zero ( & sktw -> sk_refcnt ) ) ) return 0 ; /* In case of repair and re-using TIME-WAIT sockets we still
		 * want to be sure that it is safe as above but honor the
		 * sequence numbers and time stamps set as part of the repair
		 * process.
		 *
		 * Without this check re-using a TIME-WAIT socket with TCP
		 * repair would accumulate a -1 on the repair assigned
		 * sequence number. The first time it is reused the sequence
		 * is -1, the second time -2, etc. This fixes that issue
		 * without appearing to create any others.
		 */ if ( likely (! tp -> repair ) ) { u32 seq = tcptw -> tw_snd_nxt + 65535 + 2 ; if (! seq ) seq = 1 ; WRITE_ONCE ( tp -> write_seq, seq ) ; tp -> rx_opt. ts_"
323,<S2SV_ModStart> if ( tw -> tw_state == TCP_TW_IDLE ) { if ( tw -> tw_state == TCP_TW_IDLE ) { if ( tw -> tw_state == TCP_TW_IDLE ) return <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank>  : <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank> <S2SV_blank>,0,"<S2SV_ModStart> inet_twsk_hashdance() sets sk_refcnt after putting twsk
		 * and releasing the bucket lock.
		 */ if ( unlikely (! refcount_inc_not_zero ( & sktw -> sk_refcnt ) ) ) return 0 ; /* In case of repair and re-using TIME-WAIT sockets we still
		 * want to be sure that it is safe as above but honor the
		 * sequence numbers and time stamps set as part of the repair
		 * process.
		 *
		 * Without this check re-using a TIME-WAIT socket with TCP
		 * repair would accumulate a -1 on the repair assigned
		 * sequence number. The first time it is reused the sequence
		 * is -1, the second time -2, etc. This fixes that issue
		 * without appearing to create any others.
		 */ if ( likely (! tp -> repair ) ) { u32 seq = tcptw -> tw_snd_nxt + 65535 + 2 ; if (! seq ) seq = 1 ; WRITE_ONCE ( tp -> write_seq, seq ) ; tp -> rx_opt. ts_"
324,<S2SV_ModStart> if ( tw -> tw_state == TCP_TW_IDLE ) { if ( tw -> tw_state == TCP_TW_IDLE ) { if ( inet_addr_loopback ( & tw -> tw_v4_daddr ) || ipv4_addr_v4mapped_loopback ( & tw -> tw_v4_daddr ) ) loopback = true ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> inet_twsk_hashdance() sets sk_refcnt after putting twsk
		 * and releasing the bucket lock.
		 */ if ( unlikely (! refcount_inc_not_zero ( & sktw -> sk_refcnt ) ) ) return 0 ; /* In case of repair and re-using TIME-WAIT sockets we still
		 * want to be sure that it is safe as above but honor the
		 * sequence numbers and time stamps set as part of the repair
		 * process.
		 *
		 * Without this check re-using a TIME-WAIT socket with TCP
		 * repair would accumulate a -1 on the repair assigned
		 * sequence number. The first time it is reused the sequence
		 * is -1, the second time -2, etc. This fixes that issue
		 * without appearing to create any others.
		 */ if ( likely (! tp -> repair ) ) { u32 seq = tcptw -> tw_snd_nxt + 65535 + 2 ; if (! seq ) seq = 1 ; WRITE_ONCE ( tp -> write_seq, seq ) ; tp -> rx_opt. ts_"
325,"<S2SV_ModStart> kzalloc ( sizeof ( * hdev ), GFP_KERNEL ) ; <S2SV_ModEnd>",0,"<S2SV_ModStart> /* Firmware command queue initialize */ ret = hclge_comm_cmd_queue_init ( hdev -> pdev, & hdev -> hw. hw ) ; if ( ret ) goto err_pci_uninit ; /* Firmware command initialize */ ret = hclge_comm_cmd_init ( hdev -> ae_dev, & hdev -> hw. hw, & hdev -> fw_version, true, hdev -> reset_pending ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_clear_hw_resource ( hdev ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_get_cap ( hdev ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_query_dev_specs ( hdev ) ; if ( ret ) { dev_err ( & pdev -> dev, ""failed to query dev specifications, ret = %d.\n"", ret ) ; goto err_cmd_uninit ; } ret = hclge_configure ( hdev ) ; if ( ret ) { dev_err ( & pdev -> dev, ""Configure dev error, ret = %"
326,<S2SV_ModStart> if (! hdev ) return - ENODEV ; <S2SV_ModEnd>,0,"<S2SV_ModStart> /* Firmware command queue initialize */ ret = hclge_comm_cmd_queue_init ( hdev -> pdev, & hdev -> hw. hw ) ; if ( ret ) goto err_pci_uninit ; /* Firmware command initialize */ ret = hclge_comm_cmd_init ( hdev -> ae_dev, & hdev -> hw. hw, & hdev -> fw_version, true, hdev -> reset_pending ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_clear_hw_resource ( hdev ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_get_cap ( hdev ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_query_dev_specs ( hdev ) ; if ( ret ) { dev_err ( & pdev -> dev, ""failed to query dev specifications, ret = %d.\n"", ret ) ; goto err_cmd_uninit ; } ret = hclge_configure ( hdev ) ; if ( ret ) { dev_err ( & pdev -> dev, ""Configure dev error, ret = %"
327,<S2SV_ModStart> if (! hdev ) return - EINVAL ; <S2SV_ModEnd>,0,"<S2SV_ModStart> /* Firmware command queue initialize */ ret = hclge_comm_cmd_queue_init ( hdev -> pdev, & hdev -> hw. hw ) ; if ( ret ) goto err_pci_uninit ; /* Firmware command initialize */ ret = hclge_comm_cmd_init ( hdev -> ae_dev, & hdev -> hw. hw, & hdev -> fw_version, true, hdev -> reset_pending ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_clear_hw_resource ( hdev ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_get_cap ( hdev ) ; if ( ret ) goto err_cmd_uninit ; ret = hclge_query_dev_specs ( hdev ) ; if ( ret ) { dev_err ( & pdev -> dev, ""failed to query dev specifications, ret = %d.\n"", ret ) ; goto err_cmd_uninit ; } ret = hclge_configure ( hdev ) ; if ( ret ) { dev_err ( & pdev -> dev, ""Configure dev error, ret = %"
